Date,Present_Tmax,Present_Tmin,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC1,LDAPS_CC2,LDAPS_CC3,LDAPS_CC4,DEM,Slope,Next_Tmax,Next_Tmin
2013/6/30,32.1,23.8,48.76792908,84.00816345,29.92927163,24.2817497,5.988360584,32.03944751,0.183449507,0.271462449,0.22561654,0.166153553,59.8324,2.6865,31.4,24.3
2013/6/30,31.3,23.8,50.74573517,74.49880981,29.49852619,24.45942658,6.319477777,16.83561063,0.357665275,0.323948845,0.241907531,0.150746298,30.968,0.618,31.7,22.9
2013/6/30,32.5,23.6,51.77339172,72.99923706,29.6401032,25.15290854,6.360547493,32.27512177,0.301712876,0.302602134,0.191007179,0.145542468,30.0464,0.8552,30.8,22.8
2013/6/30,30.7,21.4,56.84833908,84.40817261,28.47651747,23.69515104,5.639549484,83.417605,0.277754578,0.287272772,0.246364056,0.134321159,82.2912,2.2579,30.8,20.9
2013/6/30,32.1,20.1,54.35250092,93.21831512,29.32152511,23.03616269,5.497786959,97.97143806,0.151997618,0.2361992,0.195431031,0.149973047,53.4712,0.697,31.5,21.1
2013/6/30,32.8,23.8,56.14470673,88.36473084,28.67617461,23.44816492,5.665434659,81.93827105,0.190920499,0.293773562,0.264063894,0.138920351,56.4448,1.2313,33.1,23.9
2013/6/30,31.4,22.8,52.26592636,75.48375702,29.27366832,24.97015091,6.359285822,36.33996852,0.276464701,0.295129102,0.1885057,0.140354342,75.0924,1.7678,31.8,21.6
2013/6/30,30.9,22.2,61.49383545,95.24523163,28.50298868,23.03153859,6.814791689,70.16693582,0.199887615,0.190157051,0.138435317,0.123160086,146.554,4.7296,30.8,23
2013/6/30,32,23.6,49.57604599,81.60166931,29.97619602,24.83710706,6.413321187,14.79612086,0.200845365,0.253855393,0.207180081,0.148090805,26.298,0.5721,30.6,24
2013/6/30,32.2,23.9,54.51245499,88.52469635,29.18887005,23.80135221,6.020389636,88.0782094,0.179405619,0.268662387,0.223249274,0.164154806,21.9668,0.1332,32.6,23.7
2013/6/30,32.7,24.4,54.70558548,75.91982269,28.85798067,24.73371051,6.01961568,90.83848906,0.346090207,0.350199357,0.225512718,0.148332835,15.5876,0.1554,31.8,23.2
2013/6/30,31.5,25,52.07278442,73.69394684,29.34425186,24.8568064,6.222672025,49.00751964,0.342294439,0.346846606,0.213114563,0.150828614,17.2956,0.2223,31.3,23.7
2013/6/30,32.5,24.2,50.27460861,75.52501678,29.96375331,24.97286375,6.265457382,23.34217552,0.283318426,0.289609929,0.20345857,0.142098386,19.5844,0.2713,32,24.2
2013/7/1,28.3,21.2,72.79857636,97.64279175,25.27671609,21.14256154,15.60804504,64.9149458,0.615612061,0.843198535,0.81045519,0.62203974,212.335,2.785,24.8,18.7
2013/7/1,30.5,22.9,65.73069,92.9493866,27.4375227,22.71301977,11.3918136,70.69303322,0.617177998,0.901149031,0.763317317,0.59106463,44.7624,0.5141,27.3,21.5
2013/7/1,30.3,24.5,62.74357605,90.56828308,28.37812286,23.09748616,11.70179192,78.72146373,0.606684894,0.890558138,0.765460797,0.601785302,33.3068,0.2661,28.1,21.8
2013/7/1,31,24.5,74.53421783,97.6300354,26.44499556,22.18528437,12.58601775,67.37863513,0.583464041,0.842180119,0.760137955,0.587809867,45.716,2.5348,27.9,21.5
2013/7/1,30.8,22.6,72.63654327,94.36520386,27.01157324,23.10447276,12.4243956,105.3035129,0.598722628,0.880431728,0.723178472,0.618996355,35.038,0.5055,28.2,22.2
2013/7/1,31,24.1,65.52217102,91.15923309,27.68082395,22.96795835,12.50106831,100.761024,0.574738029,0.872533172,0.755782352,0.630178305,54.6384,0.1457,28.9,22.3
2013/7/1,30.5,23.6,73.59443665,93.41606903,26.43266819,22.53118843,13.28583898,122.1333132,0.609439574,0.772702514,0.735475224,0.562952298,12.37,0.0985,27.6,21.2
2013/7/1,31,23.1,66.70443726,92.33698273,26.90571545,22.55986447,12.79457045,82.40053471,0.61058641,0.754831716,0.744900927,0.572974157,52.518,1.5629,28.2,21.3
2013/7/1,30.5,21.7,72.05588531,93.54278564,26.21290971,22.07256857,13.74926058,75.83857814,0.583443453,0.782615826,0.693510368,0.556918599,50.9312,0.4125,27.1,21
2013/7/1,30,21.1,68.92158508,95.18622589,25.39379117,21.40504664,13.52658719,79.97903705,0.564918566,0.759817389,0.698832018,0.619763799,208.507,5.1782,27.5,20.7
2013/7/1,30.6,24.8,64.81935883,90.86804962,28.29515651,23.26524654,11.86145327,97.13036982,0.592851182,0.901467755,0.747132619,0.61098487,28.7,0.6233,28.9,22.5
2013/7/1,32,22.2,65.32542419,91.7294693,27.05757991,22.25981928,12.75320748,78.85335139,0.591133791,0.884395195,0.753662088,0.608417702,132.118,0.5931,26.8,19.8
2013/7/1,30.9,24.8,62.57317734,91.00751495,28.25579447,23.09450999,11.32779938,80.92581185,0.61063285,0.901055456,0.772177123,0.610183516,59.8324,2.6865,28.7,22.3
2013/7/1,30.8,22.9,64.40576172,90.97425079,27.54244583,22.96480134,12.71481027,87.93994443,0.608516007,0.786750561,0.744027155,0.580589002,30.968,0.618,27.9,21.5
2013/7/1,30.1,23.1,64.74150085,90.71553802,27.65093472,22.8512939,12.39907449,84.72494555,0.604812905,0.841032642,0.773757719,0.575775379,30.0464,0.8552,27.1,20.7
2013/7/1,29.9,21.4,71.29189301,93.21128082,26.48378545,22.36288073,12.66935344,90.76669808,0.573985394,0.780090889,0.67324281,0.605721757,82.2912,2.2579,27.5,20.8
2013/7/1,30.6,21.6,70.13705444,93.94486237,26.42537665,22.67139004,10.64090391,68.66905109,0.651011611,0.875306425,0.775181164,0.595345108,53.4712,0.697,27.8,21.7
2013/7/1,31.5,24.2,70.6847229,92.01984406,26.77985404,22.57419142,11.7315524,88.6230851,0.546151646,0.83427918,0.709808024,0.576097224,56.4448,1.2313,29.2,22.1
2013/7/1,30.8,21.9,65.73111725,91.57623291,27.2091226,22.37903369,12.58367874,76.92165367,0.61712407,0.845477949,0.773260607,0.59379469,75.0924,1.7678,27.1,20.5
2013/7/1,30.5,23.2,76.48796844,99.19757843,25.69746664,21.45831616,18.04368989,55.81011232,0.601877564,0.82754615,0.822289606,0.614560506,146.554,4.7296,27.3,20.7
2013/7/1,30.5,24.3,63.79328156,91.54259491,28.36324414,23.1688291,11.89693717,82.01732894,0.601481146,0.858259993,0.767106242,0.614047465,26.298,0.5721,28.2,21.7
2013/7/1,31.8,24.1,68.24116516,91.33728027,27.56189038,23.35067562,12.2434177,120.3839067,0.580715297,0.888694003,0.717738139,0.620365637,21.9668,0.1332,29.1,22.3
2013/7/1,31.5,23.5,68.4341507,91.64897156,27.18709049,22.74138202,12.79118335,111.3613453,0.627006141,0.802875083,0.736755004,0.578573087,15.5876,0.1554,28.1,21.8
2013/7/1,30.9,24,65.91047668,91.1552887,27.47112974,22.86292135,12.71355206,96.69394875,0.617364807,0.798039065,0.739396955,0.593297188,17.2956,0.2223,28.2,21.9
2013/7/1,31.5,24.2,63.29582214,90.15124512,28.0740997,23.12039794,11.78897597,88.43041603,0.585976774,0.861968973,0.770709607,0.604577423,19.5844,0.2713,28.8,21.9
2013/7/2,24.4,20.6,55.64727783,98.37004089,27.78549662,19.56176995,11.16863346,74.62592047,0.312105477,0.273683179,0.030996951,0.010616645,212.335,2.785,28.1,17.8
2013/7/2,27,22.4,47.84641647,91.92164612,30.19111372,21.08443763,8.84114778,54.55195355,0.253213621,0.269998594,0.025253997,0,44.7624,0.5141,30.8,19.8
2013/7/2,28,22.6,42.79627991,88.94004822,31.09985859,21.45615279,8.855947753,14.49632748,0.253761849,0.24829105,0.036963465,0.000503523,33.3068,0.2661,31.2,20.7
2013/7/2,27.7,22.9,55.03902435,96.98162842,29.50526684,19.54712945,6.981138001,81.48602915,0.170103597,0.152252597,0.006085445,0.001857132,45.716,2.5348,31.3,20.7
2013/7/2,27.8,22.5,51.78120804,92.57404327,29.66286557,21.14236399,8.793535372,136.2970762,0.233981988,0.242542065,0.035643109,0,35.038,0.5055,31.3,20.8
2013/7/2,28.8,23.1,47.95434189,90.09221649,30.08519008,21.11954912,8.833617409,53.80911096,0.24709233,0.210112923,0.034651563,2.36E-05,54.6384,0.1457,31.3,20.9
2013/7/2,27.6,23,64.12700653,94.24826813,27.29092282,20.90756037,8.478866567,126.3611517,0.233494308,0.282861475,0.047854887,0.056114352,12.37,0.0985,30,20.1
2013/7/2,27.8,23.2,54.79208755,91.93755341,28.7647314,20.72751252,9.05396984,47.79477155,0.276731941,0.219181762,0.03087337,0.004854821,52.518,1.5629,30,20.3
2013/7/2,26.9,22.1,58.81103134,94.6253891,27.90681088,20.35462766,9.052359164,97.25379833,0.270978947,0.219614745,0.028430326,0.019700302,50.9312,0.4125,30.1,19.4
2013/7/2,27.5,22.5,55.5191536,95.68592834,27.97672585,19.70235393,10.06820198,65.56205275,0.232742538,0.155971929,0.023141971,0.001166544,208.507,5.1782,29.4,19.1
2013/7/2,28.6,23.2,46.00736618,89.98445129,30.71715662,21.30670599,8.925254901,62.78225923,0.229048888,0.203180954,0.022949654,9.60E-05,28.7,0.6233,31.6,21.2
2013/7/2,26.2,21.6,46.69628525,91.76262665,29.51587848,20.51496606,9.660558462,26.66173784,0.269246032,0.235780612,0.031009815,0.007261765,132.118,0.5931,31.5,18.9
2013/7/2,28.4,23.2,42.16406631,89.36790466,31.03747309,21.22521951,8.789325198,34.07828295,0.231055957,0.218827133,0.025204032,0.000305145,59.8324,2.6865,31.6,21
2013/7/2,27.6,22.4,49.8368454,90.46141052,29.64353305,21.05772446,9.264664233,16.9181515,0.257610059,0.230869513,0.036194119,0.007452765,30.968,0.618,30.2,20
2013/7/2,26.7,22.4,48.56834412,91.16609955,29.79644225,21.13921628,8.900253952,30.24546349,0.263250947,0.267968794,0.032450383,0.017754473,30.0464,0.8552,30.4,19.7
2013/7/2,27.5,22.3,53.7555275,93.80367279,29.2131968,20.60155901,8.279846996,96.13059823,0.200427209,0.14581383,0.018900557,0.000353615,82.2912,2.2579,30.1,18.9
2013/7/2,27.5,22.1,49.50217438,92.25378418,29.82186711,20.88547007,8.388738076,128.8795583,0.190831312,0.237976861,0.027724032,0.000150217,53.4712,0.697,31.4,20.5
2013/7/2,29,23.1,51.92755508,92.03936005,29.57479701,20.83604368,8.024378816,102.4318776,0.205343745,0.191113008,0.027053332,3.24E-05,56.4448,1.2313,32.6,20.8
2013/7/2,26.6,22.3,50.45304108,92.43758392,29.18688484,20.75671893,8.830007096,40.75629157,0.262943281,0.280440269,0.030774824,0.026670909,75.0924,1.7678,30.5,19.5
2013/7/2,27.1,22.6,58.53262329,99.54116058,28.07135363,19.82633288,11.89214206,77.42500949,0.268173231,0.226555675,0.014252344,0.000159154,146.554,4.7296,30.6,20.1
2013/7/2,28.1,22.8,44.01414108,89.89665222,30.92310514,21.39850695,8.77695479,16.32354619,0.247418978,0.232316099,0.031840403,0.000450861,26.298,0.5721,30.5,20.7
2013/7/2,29,23.1,48.91342163,90.62117004,30.2094494,21.34158632,8.337131759,91.60378091,0.233476733,0.231486392,0.034951501,9.69E-07,21.9668,0.1332,32.5,20.9
2013/7/2,27.9,23,55.61594009,92.99118042,28.56832133,20.99231157,8.612080872,84.3052597,0.244931122,0.250666685,0.028990959,0.024658815,15.5876,0.1554,31.2,20.5
2013/7/2,27.9,23.1,51.36541367,91.92327881,29.30015648,21.10307526,8.844451865,45.62435444,0.2460043,0.244635419,0.030541436,0.015969715,17.2956,0.2223,30.5,20.6
2013/7/2,28.5,23,46.02954865,89.79634857,30.45181334,21.29005516,8.811855356,22.26123909,0.25023839,0.228729847,0.032090254,0.007428591,19.5844,0.2713,31,20.7
2013/7/3,27.9,17.9,76.01796722,95.99053192,28.12565111,21.9825791,10.54649893,39.80990524,0.187603576,0.390578825,0.438748341,0.789554494,212.335,2.785,25.2,20.8
2013/7/3,30.4,20.4,67.43305969,88.4930954,30.35374139,23.82354895,8.924415529,34.19226205,0.170972205,0.392751783,0.392969019,0.792734106,44.7624,0.5141,28.4,22.9
2013/7/3,30.7,20.8,63.89918137,84.93093109,30.9236132,23.98983891,8.840452413,10.25675501,0.163219205,0.4584139,0.38348435,0.79850517,33.3068,0.2661,28.2,23.1
2013/7/3,30.7,20.9,71.9851532,95.42837524,30.21454763,22.63055487,7.632252306,44.41779734,0.095141848,0.401594268,0.332948851,0.727566587,45.716,2.5348,28.4,23.3
2013/7/3,30.5,20.9,70.62746429,90.73003387,29.87170563,23.10650133,9.116770724,83.3045613,0.127926847,0.412812276,0.404555491,0.756040305,35.038,0.5055,28.7,23.3
2013/7/3,30.5,20.9,66.27981567,87.20005035,30.17264409,23.44504866,7.85158211,37.16331649,0.129971636,0.49457903,0.397041432,0.7788579,54.6384,0.1457,28.3,23.7
2013/7/3,29.1,20.1,80.02159882,93.48442078,27.91348786,23.18142573,8.706108769,78.74871667,0.242623404,0.507973235,0.491209782,0.725803945,12.37,0.0985,27.1,22.7
2013/7/3,28.9,20.4,71.91465759,90.3301239,29.25306458,23.26340416,8.893550952,27.4541897,0.211608881,0.500528853,0.463983483,0.78669449,52.518,1.5629,27.1,22.6
2013/7/3,29.4,19.5,77.23519135,92.52099609,28.17551807,22.88558185,9.186913967,51.93360957,0.232755262,0.499764412,0.468217352,0.764385443,50.9312,0.4125,27.4,22.4
2013/7/3,28.7,19.3,72.97541809,92.02542114,28.39231061,22.16036443,9.380760133,41.22328527,0.133501325,0.377682941,0.394177141,0.775712392,208.507,5.1782,26.2,22.6
2013/7/3,31.6,21.3,65.22405243,86.97291565,30.54470887,23.85109171,8.269839923,41.56073372,0.135106627,0.476881314,0.449292039,0.777209968,28.7,0.6233,28.7,23.9
2013/7/3,30.8,18.9,67.72483826,88.56263733,29.42793825,23.2583723,8.90484637,17.71593938,0.189968331,0.465651554,0.433445886,0.806367884,132.118,0.5931,28,22
2013/7/3,31.1,21.1,63.46357727,84.986763,30.71394318,23.7137951,8.542201142,22.29584765,0.158866991,0.454980229,0.419772586,0.785713222,59.8324,2.6865,28.7,23.5
2013/7/3,29.5,20.3,68.47524261,88.12435913,29.82800217,23.72031256,8.846963604,11.87924206,0.211737638,0.537123351,0.468962811,0.797812749,30.968,0.618,27.5,22.7
2013/7/3,29.6,19.8,69.28218079,88.0616684,29.78991307,23.76804894,8.405486027,21.17835351,0.214447006,0.521319569,0.467606858,0.783826951,30.0464,0.8552,27.1,22.5
2013/7/3,29.4,19,70.91090393,88.89791107,29.61775424,22.83708916,7.065554241,60.37272596,0.11804155,0.400057152,0.366883517,0.711083911,82.2912,2.2579,26.7,22.8
2013/7/3,30.8,20.6,67.85626221,88.08847809,30.13535544,23.14193423,8.127476871,75.17423002,0.151983586,0.36901684,0.39732066,0.772820129,53.4712,0.697,28.6,22.9
2013/7/3,31.6,20.9,69.46207428,89.44161224,29.86666726,22.86207855,6.840222339,62.34847685,0.125129768,0.428582788,0.390446365,0.74380378,56.4448,1.2313,29.4,23.5
2013/7/3,30.1,19.6,70.73946381,89.2598877,29.32737708,23.49560158,8.501654069,25.68495518,0.201977777,0.434033198,0.461204921,0.770070089,75.0924,1.7678,27.4,22.5
2013/7/3,30.1,20.3,78.77919006,98.7556839,28.60945502,22.03927599,12.39046705,38.96497571,0.161518868,0.392112414,0.393325412,0.783168673,146.554,4.7296,27.7,22.8
2013/7/3,30.3,20.7,64.92818451,86.07581329,30.7415642,23.94322442,8.384390314,11.59134877,0.150277711,0.458659686,0.370617789,0.797141119,26.298,0.5721,27.6,23.1
2013/7/3,31.3,21.1,68.96385193,88.98295593,30.14140419,23.73456404,7.929733892,65.37510093,0.136354089,0.466893082,0.404417198,0.748660024,21.9668,0.1332,28.5,23.8
2013/7/3,31,20.5,75.45088196,90.75209045,28.95543916,23.53166519,8.186458071,57.08670791,0.209705218,0.52583022,0.459000376,0.75865399,15.5876,0.1554,27.6,23.4
2013/7/3,30.1,20.7,71.47318268,89.10109711,29.4905728,23.70098639,8.429956039,32.2527922,0.207496098,0.5320862,0.463719615,0.785593274,17.2956,0.2223,27.7,23.2
2013/7/3,30.8,20.8,66.42178345,86.66480255,30.36316001,24.06777289,8.111392816,16.09395874,0.201253845,0.53074936,0.446360454,0.807184704,19.5844,0.2713,27.9,23.2
2013/7/4,24.9,21.5,55.88856506,97.40248108,30.45825191,22.07707775,7.393144558,63.59963598,0.814980212,0.430494432,0.160573524,0.001116008,212.335,2.785,28,19.7
2013/7/4,28,23.3,49.89584732,95.74264526,32.35338492,23.82650258,6.715577553,49.89441578,0.871372786,0.471478888,0.180969968,0.038712514,44.7624,0.5141,30,21.7
2013/7/4,27.6,23.5,45.40433502,93.05579376,33.17204909,24.15359212,7.101394981,22.32540331,0.823592295,0.470336958,0.191683026,0.061246324,33.3068,0.2661,30.8,22.1
2013/7/4,28.2,23.8,55.13098526,98.72331238,32.11501662,23.49937366,6.554396152,69.93757235,0.84786885,0.419372777,0.176809696,5.30E-05,45.716,2.5348,30.6,22.4
2013/7/4,28.1,23.5,49.99240875,95.07391357,31.64959883,23.60448983,6.261133621,105.169068,0.816708379,0.48095673,0.205967646,0.020116665,35.038,0.5055,32.6,22.4
2013/7/4,28,24.3,46.4094429,90.99076843,32.78244945,24.13162119,6.413981895,52.16957251,0.800685381,0.446323646,0.143895535,0.049132151,54.6384,0.1457,31.1,22.3
2013/7/4,26.9,23.9,58.78944397,96.01343536,30.61689172,22.34250011,6.220626603,105.4918361,0.818520084,0.484383686,0.107944932,0.020976978,12.37,0.0985,30.7,21.7
2013/7/4,27.1,23.9,47.51968765,92.53102875,32.29255899,22.19936913,6.149758299,47.22515943,0.775390897,0.462138066,0.082516805,0.018655422,52.518,1.5629,30.5,21.9
2013/7/4,26.9,23.5,55.48061371,95.71417999,30.75493191,22.01900775,6.709136238,83.58512841,0.769631396,0.521247613,0.114478487,0.022834952,50.9312,0.4125,29.6,21.4
2013/7/4,26.1,23.5,46.40450287,95.19612885,31.21229095,21.42852242,6.862087339,58.28545545,0.710748408,0.497041954,0.086678573,0.00639245,208.507,5.1782,30,21.5
2013/7/4,28.4,24.6,46.94271469,92.67618561,33.04117982,24.15276769,6.579924862,56.80211115,0.811752035,0.459538277,0.161408391,0.047500014,28.7,0.6233,31.4,22.6
2013/7/4,27.2,22.6,48.61613464,91.19483948,31.67260356,23.74220454,6.547911455,29.3252124,0.801124005,0.512097658,0.169873629,0.003400432,132.118,0.5931,30.4,20.7
2013/7/4,28.4,23.8,45.2824707,93.77870178,33.04783848,23.90426131,6.779478669,37.78941913,0.804662017,0.495213666,0.156637025,0.026809575,59.8324,2.6865,30.8,22.6
2013/7/4,27.2,23.7,46.24255371,91.37432098,32.76257045,23.30193082,6.269477735,20.84560688,0.790838917,0.456447342,0.105342194,0.010850682,30.968,0.618,30.2,21.9
2013/7/4,26.6,23.4,50.32110214,92.7644043,32.15600534,24.13555798,6.413055152,32.32905499,0.835449004,0.469645831,0.142873389,0.006367713,30.0464,0.8552,29.9,21.4
2013/7/4,26.5,23.2,48.16637802,95.19560242,31.9380887,23.15794159,6.260358016,83.26051311,0.74413663,0.480354968,0.098589047,0.002140119,82.2912,2.2579,29.3,21.4
2013/7/4,28.3,23.4,50.64322281,95.40317535,32.03246742,23.3535022,5.891368816,103.5702716,0.851428284,0.489270366,0.146491187,0.010229008,53.4712,0.697,30.1,22.1
2013/7/4,29,24,48.9808197,93.91251373,32.17978698,23.44117536,6.099951367,89.74033765,0.770869522,0.457673632,0.095453807,0.017226685,56.4448,1.2313,32.2,22.2
2013/7/4,26.7,23.4,51.31728745,94.76531219,31.71052449,23.60569132,6.441977054,42.27609849,0.830599161,0.444934847,0.164254578,0.010829354,75.0924,1.7678,30.2,21.5
2013/7/4,27.6,23.7,58.70333099,99.1241684,30.88574853,23.06357688,7.658593049,65.49249991,0.819901408,0.373447006,0.187301554,2.18E-05,146.554,4.7296,29.9,21.9
2013/7/4,27.4,23.9,45.6414566,92.22025299,33.10469337,24.35748596,7.068856607,24.43279962,0.800449434,0.446227013,0.178452265,0.052016235,26.298,0.5721,30.4,22
2013/7/4,28,24.3,47.55163574,91.68675995,32.5925264,24.13605406,5.973009676,75.98557774,0.810062066,0.452358667,0.143637834,0.051967053,21.9668,0.1332,30.5,22.5
2013/7/4,27.6,24.1,52.54398727,94.85739136,31.27889452,23.43534012,6.172075083,69.97226119,0.819323162,0.488522108,0.128763713,0.007074204,15.5876,0.1554,31.3,22.1
2013/7/4,27.5,24.1,49.2768364,93.22553253,32.09395338,23.6427082,6.261267751,41.83188705,0.831721038,0.476365241,0.117289516,0.007265245,17.2956,0.2223,31.5,22.1
2013/7/4,27.5,24.3,45.61945724,89.80238342,32.9846838,24.39727668,6.213520656,25.74236023,0.796958495,0.490319262,0.171805929,0.002596008,19.5844,0.2713,31.4,22.2
2013/7/5,27.8,19.9,58.72740936,99.1375351,29.85577883,21.12129751,7.795094033,59.43377602,0.321885126,0.258274192,0.056480129,0.010880484,212.335,2.785,28.2,19.3
2013/7/5,29.6,21.7,51.94497299,92.54166412,31.80152576,22.9348209,6.674801091,44.74639551,0.202052441,0.207735397,0.146475122,0.001690351,44.7624,0.5141,30.8,21.7
2013/7/5,29.9,22.2,47.3284111,87.69050598,32.68305693,23.21480745,7.283388158,11.13502091,0.254810913,0.263827291,0.120325625,0.001011496,33.3068,0.2661,31.1,22.4
2013/7/5,30.2,22.8,58.3525238,97.10829163,31.2356384,22.39910046,5.557494909,64.17085859,0.185653246,0.2162224,0.145999179,0.002826682,45.716,2.5348,31.6,22.3
2013/7/5,32.4,22.4,53.61063004,94.22969055,31.40038458,22.80954733,6.545163731,124.453904,0.216884269,0.182308998,0.097311394,0.004053625,35.038,0.5055,33.6,22.9
2013/7/5,30.7,22.4,50.27102661,91.81853485,31.80013429,22.17029445,7.097015838,48.37481984,0.249852689,0.229441933,0.081674585,0.010977786,54.6384,0.1457,31,22.3
2013/7/5,30.2,21.8,66.59473419,97.10128021,29.08109662,21.76047346,5.607288977,111.8637325,0.33863808,0.287041572,0.081082367,0.085582894,12.37,0.0985,30.7,20.6
2013/7/5,29.6,22,56.61553574,95.07364655,30.466283,21.26569296,6.35695073,40.39134661,0.314224919,0.265050069,0.092264487,0.047693011,52.518,1.5629,30.3,21.1
2013/7/5,29,21.5,64.06834412,96.82883453,29.10739344,21.07793386,6.378357838,83.14283574,0.333180567,0.270720115,0.058211302,0.069004253,50.9312,0.4125,29.6,20.1
2013/7/5,28.6,21.5,56.90454483,97.81796265,29.55644703,20.3102639,7.260947833,53.52894253,0.310407235,0.240575069,0.082530021,0.030931837,208.507,5.1782,29.3,20.5
2013/7/5,30.6,22.6,46.92348862,89.46096039,32.5873982,22.83859548,7.01488781,57.32524554,0.235502804,0.202367518,0.087364085,0.001480406,28.7,0.6233,31.4,22.7
2013/7/5,29.3,20.8,50.02148056,92.27848053,31.2883867,21.90283346,7.29664278,23.63411417,0.28976556,0.268206274,0.038916298,0.015500781,132.118,0.5931,31.3,20.5
2013/7/5,30.7,22.6,46.78040314,87.38916779,32.74283274,23.21959166,7.147460838,30.45822287,0.247407407,0.267378828,0.098414025,0.001622529,59.8324,2.6865,31.6,22.9
2013/7/5,29.8,22,52.36974716,92.86238861,31.31360116,21.89010361,6.644651403,12.62932289,0.313069002,0.235151485,0.106565673,0.019434071,30.968,0.618,30.1,21.2
2013/7/5,29.3,21.5,53.35457611,93.53987885,31.42563328,22.29481347,6.578586588,27.1782103,0.304470429,0.268818247,0.034907168,0.029015989,30.0464,0.8552,29.6,20.5
2013/7/5,28.9,21.5,56.72929764,95.92201996,30.55927076,21.46990851,6.685391863,82.56933006,0.266159549,0.225612559,0.093924778,0.009422562,82.2912,2.2579,29.4,20.4
2013/7/5,30.1,22.1,54.09071732,90.12262726,31.40129489,22.93887511,6.314367026,107.0437183,0.204036133,0.219161501,0.162945932,0.014697346,53.4712,0.697,31.4,21.3
2013/7/5,31.7,22.3,54.4322052,94.73146057,31.00658748,21.80603057,6.573271801,90.50660364,0.249476307,0.230512569,0.084599462,0.010368293,56.4448,1.2313,32.3,22.3
2013/7/5,29.9,21.5,54.22078323,94.59346008,30.97234357,22.03361283,6.462105334,35.34511213,0.315161529,0.273373097,0.046285651,0.029921011,75.0924,1.7678,30.4,20.7
2013/7/5,29.4,22,60.93576813,99.45800781,30.3199456,21.74731971,7.276291966,61.23045235,0.249961868,0.206720486,0.071006922,0.000184791,146.554,4.7296,30.2,21.3
2013/7/5,29.8,22.1,47.14887619,90.11388397,32.72870997,22.86034679,7.1922415,12.98966467,0.264521702,0.23889606,0.061272469,0.002683414,26.298,0.5721,30.3,22.3
2013/7/5,29.9,22.6,50.64165115,91.88314819,31.80420999,22.77728805,6.541112125,84.47720242,0.250771592,0.199692821,0.068330977,0.010391814,21.9668,0.1332,31.3,22.5
2013/7/5,30.6,22.2,61.64242935,95.30051422,29.99165993,21.88995138,5.788171262,76.09931421,0.314816005,0.260140053,0.077773083,0.040856372,15.5876,0.1554,31.3,21
2013/7/5,31.1,22.2,56.54513931,93.48724365,30.80332191,21.99263278,6.158395429,40.53229984,0.308893738,0.253777922,0.083285001,0.022980738,17.2956,0.2223,30.8,21.1
